,Unnamed: 0.1,Unnamed: 0,Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
78,78,530,ASUS GeForce GTX 1660 Super Phoenix,$285.78 USD,ASUS,90YV0DT0-M0NA00,4718017505291,,174 mm,2.0,1,0,1,1,1,0,MHz,6 GB,14002 MHz,125 W,https://www.amazon.ca/dp/B07ZGXG8GM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
79,79,534,ASUS GeForce GTX 1660 Super TUF O6G Gaming,$289.41 USD,ASUS,90YV0DT2-MTNA00,4718017551618,192876551615.0,206 mm,2.5,1,0,1,1,1,0,1815 MHz,6 GB,14002 MHz,125 W,https://www.amazon.ca/dp/B081SPGMBD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
80,80,535,ASUS GeForce GTX 1660 Ti Dual O6G,$299.08 USD,ASUS,90YV0CT2-M0NA00,4718017258142,192876258149.0,215 mm,2.5,1,0,1,1,1,0,1800 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/dp/B07NHC49R4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
81,81,549,ASUS GeForce RTX 2060 Dual O6G EVO,$224.13 USD,ASUS,90YV0CH2-M0NA00,4718017273831,192876273838.0,242 mm,2.5,1,0,2,1,1,0,1755 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B07R18TH1X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
82,82,583,ASUS GeForce RTX 2070 Super Dual O8G Evo,$507.76 USD,ASUS,90YV0DK0-M0NA00,4718017421331,192876421338.0,267 mm,2.75,1,1,1,1,0,0,1815 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TYWQ1SW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
83,83,585,ASUS GeForce RTX 2070 Super ROG Strix A8G Gaming,$602.05 USD,ASUS,90YV0DI1-M0NA00,4718017421195,,305 mm,2.75,2,0,1,1,0,0,1800 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TXRW3HX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
84,84,618,Asus GT1030 2G CSM,$93.8 USD,ASUS,GT1030-2G-CSM,889349750964,192876399323.0,173 mm,1.0,0,0,1,0,1,0,1506 MHz,2 GB,6008 MHz,30 W,https://www.amazon.ca/dp/B0716ZH99K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
85,85,621,Asus PH GT1030 O2G,$94.29 USD,ASUS,PH-GT1030-O2G,889349743447,889349743447.0,184 mm,,0,0,1,0,1,0,1531 MHz,2 GB,6008 MHz,30 W,https://www.amazon.ca/dp/B071JV26GH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
86,86,622,Asus PH GTX 1050 2G,$157.37 USD,ASUS,PH-GTX1050-2G,889349584613,889349584613.0,192 mm,2.0,0,0,1,1,1,0,1455 MHz,2 GB,7008 MHz,75 W,https://www.amazon.ca/Geforce-Phoenix-Graphics-PH-GTX1050-2G-Graphic/dp/B01M5K4G60?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M5K4G60
87,87,623,Asus PH GTX 1050TI 4G,$158.76 USD,ASUS,PH-GTX1050TI-4G,4058829428709,889349570173.0,192 mm,2.0,0,0,1,1,1,0,1392 MHz,4 GB,7008 MHz,75 W,https://www.amazon.ca/dp/B01M360WG6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
88,88,624,Asus PH GTX 1060 3G,$236.86 USD,ASUS,PH-GTX1060-3G,889349723197,889349723197.0,183 mm,2.0,0,1,2,2,1,0,1708 MHz,3 GB,8008 MHz,120 W,https://www.amazon.ca/PH-GTX1060-3G-GeForce-Phoenix-Ready-Graphics/dp/B072172ZDK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072172ZDK
89,89,625,Asus PH GTX 1060 6G,$307.86 USD,ASUS,PH-GTX1060-6G,889349981689,889349981689.0,72 mm,2.0,0,0,2,1,1,0,1708 MHz,6 GB,8008 MHz,120 W,https://www.amazon.ca/dp/B07BHV41RX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
90,90,626,Asus PH RX 550 4G M7,$138.94 USD,ASUS,PH-RX550-4G-M7,889349963289,889349963289.0,192 mm,2.0,0,0,1,1,1,0,1071 MHz,4 GB,7000 MHz,50 W,https://www.amazon.ca/ASUS-PH-RX550-4G-M7-889349963289-Graphic-Cards/dp/B07BBBWNG4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BBBWNG4
91,91,627,Asus R7250 1GD5 V2,$95.87 USD,ASUS,R7250-1GD5-V2,889349316832,889349316832.0,168 mm,1.0,0,0,1,1,1,0,925 MHz,1 GB,1125 MHz,0 W,https://www.amazon.ca/Radeon-128-Bit-DisplayPort-Graphics-R7250-1GD5-V2/dp/B01CSDZP60?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CSDZP60
92,92,655,ASUS Radeon RX 5700 XT TUF,$455.53 USD,ASUS,90YV0DA0-M0NA00,4718017451697,192876451694.0,269 mm,2.5,1,1,1,3,0,0,1980 MHz,8 GB,,225 W,https://www.amazon.ca/dp/B07XV8Z9JM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
93,93,659,ASUS Radeon RX 580 STRIX O8G Gaming,$201.65 USD,ASUS,90YV0AK0-M0NA00,4712900696295,889349696293.0,298 mm,2.5,1,0,2,2,1,0,1380 MHz,8 GB,8000 MHz,185 W,https://www.amazon.ca/dp/B071D8YQJD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
94,94,671,Asus ROG STRIX GTX 1050TI 4G GAMING,$224.42 USD,ASUS,ROG STRIX-GTX1050TI-4G-GAMING,889349578179,889349578179.0,241 mm,2.0,0,1,1,1,2,0,1430 MHz,4 GB,7008 MHz,75 W,https://www.amazon.ca/Geforce-Gaming-Graphics-STRIX-GTX1050TI-4G-GAMING-Graphic/dp/B01N753HWS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N753HWS
95,95,672,Asus ROG STRIX GTX 1050TI O4G GAMING,$188.59 USD,ASUS,ROG STRIX-GTX1050TI-O4G-GAMING,889349578124,889349578124.0,241 mm,2.0,0,1,1,1,2,0,1506 MHz,4 GB,7008 MHz,75 W,https://www.amazon.ca/Geforce-1050Ti-Graphics-STRIX-GTX1050TI-O4G-GAMING-Graphic/dp/B01MG9AKKZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MG9AKKZ
96,96,673,Asus ROG STRIX GTX 1060 6G GAMING,$331.03 USD,ASUS,ROG STRIX-GTX1060-6G-GAMING,889349469361,889349469361.0,298 mm,2.0,1,0,2,2,1,0,1746 MHz,6 GB,8008 MHz,120 W,https://www.amazon.ca/dp/B01IPVSG4C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
97,97,674,Asus ROG STRIX GTX 1060 O6G GAMING,$288.61 USD,ASUS,ROG STRIX-GTX1060-O6G-GAMING,889349469347,889349469347.0,298 mm,2.0,1,0,2,2,1,0,1873 MHz,6 GB,8208 MHz,120 W,https://www.amazon.ca/GeForce-STRIX-Ready-Graphic-STRIX-GTX1060-O6G-GAMING/dp/B01IPVSN1S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01IPVSN1S
98,98,676,Asus ROG STRIX GTX 1070TI 8G GAMING,$529.52 USD,ASUS,ROG-STRIX-GTX1070TI-8G-GAMING,190017147772,889349892374.0,298 mm,2.5,1,0,2,2,1,0,1721 MHz,8 GB,8008 MHz,180 W,https://www.amazon.ca/GeForce%C2%AE-Advanced-Gaming-Graphics-ROG-STRIX-GTX1070TI-A8G-GAMING/dp/B076RCTXGX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076RCTXGX
99,99,677,Asus ROG STRIX GTX 1080 8G GAMING,$513.97 USD,ASUS,ROG STRIX-GTX1080-8G-GAMING,889349442234,780746167464.0,298 mm,2.0,1,1,2,2,1,0,1771 MHz,8 GB,10010 MHz,180 W,https://www.amazon.ca/ASUS-GeForce-STRIX-Graphics-STRIX-GTX1080-8G-GAMING/dp/B01GRRRW0A?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GRRRW0A
100,100,680,Asus ROG STRIX GTX 1080TI 11G GAMING,$774.69 USD,ASUS,ROG-STRIX-GTX1080TI-11G-GAMING,889349718575,889349718575.0,298 mm,2.5,2,0,2,2,1,0,1632 MHz,11 GB,11100 MHz,250 W,https://www.amazon.ca/Strix-GeForce-Gaming-Graphics-ROG-STRIX-GTX1080TI-11G-GAMING/dp/B06XY25VTC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XY25VTC
101,101,681,Asus ROG STRIX GTX 1080TI O11G GAMING,$994.98 USD,ASUS,ROG-STRIX-GTX1080TI-O11G-GAMING,889349714539,889349714539.0,298 mm,2.5,2,0,2,2,1,0,1708 MHz,11 GB,11100 MHz,250 W,https://www.amazon.ca/ROG-STRIX-GTX1080TI-O11G-GAMING-GeForce-DisplayPort-Overclocked-Graphics/dp/B06XXZBPHZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXZBPHZ
102,102,682,Asus ROG STRIX RX 560 O4G EVO GAMING,$151.4 USD,ASUS,ROG-STRIX-RX560-O4G-EVO-GAMING,889349874844,889349874592.0,194 mm,2.0,0,0,1,1,1,0,1197 MHz,4 GB,6000 MHz,90 W,https://www.amazon.ca/ASUS-Radeon-GDDR5-Graphics-RX560-O4G-EVO/dp/B076FL47B7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076FL47B7
103,103,683,Asus ROG STRIX RX 580 8G GAMING,$256.28 USD,ASUS,ROG-STRIX-RX580-8G-GAMING,649558419836,889349724491.0,298 mm,2.5,1,0,2,2,1,0,1360 MHz,8 GB,MHz,185 W,https://www.amazon.ca/ASUS-ROG-STRIX-RX580-O8G-GAMINGOC-GDDR5-Ready-Graphics/dp/B071D8YQJD?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071D8YQJD
104,104,685,Asus RX 560 4G,$147.17 USD,ASUS,RX560-4G,889349703434,889349703434.0,115 mm,2.0,0,0,1,1,1,0,1176 MHz,4 GB,7000 MHz,90 W,https://www.amazon.ca/Strix-Radeon-Gaming-Graphics-ROG-STRIX-RX560-4G-GAMING/dp/B0716ZH99H?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0716ZH99H
105,105,687,Asus RX 560 O4G,$159.58 USD,ASUS,RX560-O4G,889349703397,889349703397.0,115 mm,2.0,0,0,1,1,1,0,1210 MHz,4 GB,7000 MHz,90 W,https://www.amazon.ca/Strix-Radeon-Gaming-Graphics-ROG-STRIX-RX560-O4G-GAMING/dp/B0719L1DYQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0719L1DYQ
106,106,695,Asus TURBO GTX 1060 6G,$306.78 USD,ASUS,TURBO-GTX1060-6G,889349476116,889349476116.0,2667 mm,2.0,0,1,2,2,1,0,1708 MHz,6 GB,8008 MHz,120 W,https://www.amazon.ca/Geforce-Turbo-Auto-Extreme-Graphics-TURBO-GTX1060-6G/dp/B01K1JTCZS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01K1JTCZS
107,107,696,Asus TURBO GTX 1070 8G,$384.44 USD,ASUS,TURBO-GTX1070-8G,4058621158866,889349459621.0,2667 mm,2.0,1,0,2,2,1,0,1683 MHz,8 GB,8008 MHz,150 W,https://www.amazon.ca/GeForce-Turbo-Ready-Graphic-TURBO-GTX1070-8G/dp/B01IPVTHL8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01IPVTHL8
108,108,697,Asus TURBO GTX 1070TI 8G,$362.68 USD,ASUS,TURBO-GTX1070TI-8G,889349892664,889349892664.0,2667 mm,2.0,1,0,2,2,1,0,1721 MHz,8 GB,8008 MHz,180 W,https://www.amazon.ca/GeForce-GDDR5-Turbo-Graphics-TURBO-GTX1070TI-8G/dp/B077547NV8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077547NV8
109,109,698,Asus TURBO GTX 1080 8G,$577.46 USD,ASUS,TURBO-GTX1080-8G,7104753014253,889349426661.0,2667 mm,2.0,1,0,2,2,1,0,1733 MHz,8 GB,10010 MHz,180 W,https://www.amazon.ca/ASUS-GeForce-Turbo-Graphic-TURBO-GTX1080-8G/dp/B01HDUVJ2M?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HDUVJ2M
110,110,699,Asus TURBO GTX 1080TI 11G,$776.12 USD,ASUS,TURBO-GTX1080TI-11G,889349715185,889349715185.0,2667 mm,2.0,1,1,2,2,0,0,1582 MHz,11 GB,11010 MHz,250 W,https://www.amazon.ca/GeForce-Gaming-DisplayPort-Graphics-TURBO-GTX1080TI-11G/dp/B06Y31FYWY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y31FYWY
111,111,703,EVGA GeForce GT 1030 SC,$109.82 USD,EVGA,02G-P4-6332-KR,4250812420237,843368048297.0,144.8 mm,,0,0,0,0,0,MPN,1544 MHz,2 GB,4 MHz,30 W,https://www.amazon.ca/dp/B073VPKV26?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
112,112,704,EVGA GeForce GTX 1050 FTW Gaming ACX 3.0,$167.81 USD,EVGA,02G-P4-6157-KR,4250812416636,,266.7 mm,2.0,0,1,0,0,0,MPN,1556 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/EVGA-02G-P4-6157-KR-GeForce-Graphic-Support/dp/B01N0O56HJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N0O56HJ
113,113,706,EVGA GeForce GTX 1050 SC Gaming,$145.47 USD,EVGA,02G-P4-6152-KR,4250812416650,,144.7 mm,2.0,0,0,0,0,0,MPN,1531 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/EVGA-GeForce-GAMING-Support-02G-P4-6152-KR/dp/B01M64G435?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M64G435
114,114,708,EVGA GeForce GTX 1050 Ti FTW Gaming,$203.1 USD,EVGA,04G-P4-6258-KR,4250812416438,843368044138.0,256.54 mm,2.0,0,1,0,0,0,MPN,1493 MHz,4 GB,5 MHz,75 W,https://www.amazon.ca/EVGA-04G-P4-6258-KR-GeForce-Graphic-Support/dp/B01NBHXR8A?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NBHXR8A
115,115,709,EVGA GeForce GTX 1050 Ti Gaming ACX 2.0,$220.51 USD,EVGA,04G-P4-6251-KR,4250812416629,,145 mm,2.0,0,0,0,0,0,MPN,1392 MHz,4 GB,5 MHz,75 W,https://www.amazon.ca/EVGA-GeForce-GAMING-Support-04G-P4-6251-KR/dp/B01MEFABEL?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MEFABEL
116,116,710,EVGA GeForce GTX 1050 Ti SC Gaming ACX 2.0,$214.38 USD,EVGA,04G-P4-6253-KR,4250812416612,,145 mm,2.0,0,0,0,0,0,MPN,1468 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/EVGA-GeForce-GAMING-Support-04G-P4-6253-KR/dp/B01MF7EQJZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MF7EQJZ
117,117,711,EVGA GeForce GTX 1050 Ti SSC Gaming ACX 3.0,$220.95 USD,EVGA,04G-P4-6255-KR,4250812416605,,228.6 mm,2.0,0,0,0,0,0,MPN,1480 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/EVGA-GeForce-GAMING-Support-04G-P4-6255-KR/dp/B01M5BQRIO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M5BQRIO
118,118,712,EVGA GeForce GTX 1060,$272.02 USD,EVGA,06G-P4-5161-KR,4250812415349,,266.7 mm,2.0,0,1,0,0,0,MPN,1706 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-Geforce-Graphics-Graphic-06G-P4-5161-KR/dp/B01LWVKHIM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LWVKHIM
119,119,713,EVGA GeForce GTX 1060 FTW Gaming,$293.77 USD,EVGA,06G-P4-6268-KR,4250812415400,,266.7 mm,2.0,1,0,0,0,0,MPN,1847 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-06G-P4-6268-KR/dp/B01LSLRQQA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LSLRQQA
120,120,714,EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0,$257.5 USD,EVGA,03G-P4-6367-KR,4250812416353,,266.7 mm,2.0,1,0,0,0,0,MPN,1860 MHz,3 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-03G-P4-6367-KR/dp/B01KU2CIKM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KU2CIKM
121,121,715,EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0,$309.0 USD,EVGA,06G-P4-6368-KR,4250812416339,,279.4 mm,2.0,1,0,0,0,0,MPN,1860 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-06G-P4-6368-KR/dp/B01LSLRTFI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LSLRTFI
122,122,717,EVGA GeForce GTX 1060 Gaming,$254.35 USD,EVGA,03G-P4-5160-KR,4250812415318,,266.7 mm,2.0,0,1,0,0,0,MPN,1706 MHz,3 GB,4 MHz,120 W,https://www.amazon.ca/Evga-Geforce-1060-Gddr5-03G-P4-5160-Kr/dp/B01MXXN00X?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MXXN00X
123,123,718,EVGA GeForce GTX 1060 Gaming,$294.26 USD,EVGA,06G-P4-6161-KR,4250812415387,,172.8 mm,2.0,0,1,0,0,0,MPN,1708 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-06G-P4-6161-KR/dp/B01IPVSGEC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01IPVSGEC
124,124,719,EVGA GeForce GTX 1060 Gaming ACX 2.0,$238.82 USD,EVGA,03G-P4-6160-KR,4250812415363,843368043025.0,172.8 mm,2.0,0,1,0,0,0,MPN,1708 MHz,3 GB,4 MHz,120 W,https://www.amazon.ca/dp/B01KUADE3O?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
125,125,720,EVGA GeForce GTX 1060 Gaming ACX 3.0,$325.69 USD,EVGA,06G-P4-6262-KR,4250812415417,,266.7 mm,2.0,1,0,0,0,0,MPN,1708 MHz,6 GB,,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-06G-P4-6262-KR/dp/B01LZ3VNG0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LZ3VNG0
126,126,721,EVGA GeForce GTX 1060 SC Gaming,$215.48 USD,EVGA,03G-P4-6162-KR,4250812415356,843368043018.0,172.8 mm,2.0,0,1,0,0,0,MPN,1835 MHz,3 GB,4 MHz,120 W,https://www.amazon.ca/dp/B01KU2CIIY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
127,127,722,EVGA GeForce GTX 1060 SC Gaming,$254.64 USD,EVGA,06G-P4-6163-KR,4250812415370,,172.8 mm,2.0,0,1,0,0,0,MPN,1835 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-06G-P4-6163-KR/dp/B01IPVSLTC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01IPVSLTC
128,128,723,EVGA GeForce GTX 1060 SSC DT Gaming ACX 3.0,$299.78 USD,EVGA,06G-P4-6265-KR,4250812416513,,266.7 mm,2.0,1,0,0,0,0,MPN,1733 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-Video-Graphic-Cards-06G-P4-6265-KR/dp/B01MYUHW2I?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MYUHW2I
129,129,724,EVGA GeForce GTX 1060 SSC Gaming ACX 3.0,$226.38 USD,EVGA,03G-P4-6167-KR,4250812416506,,266.7 mm,2.0,1,0,0,0,0,MPN,1835 MHz,3 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphic-03G-P4-6167-KR/dp/B01MFDG1KL?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MFDG1KL
130,130,725,EVGA GeForce GTX 1060 SSC Gaming ACX 3.0,$324.71 USD,EVGA,06G-P4-6267-KR,4250812416490,,266.7 mm,2.0,1,0,0,0,0,MPN,1835 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-06G-P4-6267-KR/dp/B01LYN9KK6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LYN9KK6
131,131,727,EVGA GeForce GTX 1070 FTW Gaming ACX 3.0,$526.62 USD,EVGA,08G-P4-6276-KR,4250812414052,,266.7 mm,2.0,2,0,0,0,0,MPN,1797 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-6276-KR/dp/B01I60OGUK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01I60OGUK
132,132,728,EVGA GeForce GTX 1070 FTW Hybrid Gaming,$463.77 USD,EVGA,08G-P4-6278-KR,4250812415776,,266.7 mm,2.0,2,0,0,0,0,MPN,1797 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-GeForce-Watercooling-Support-08G-P4-6278-KR/dp/B01KXOHIZM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KXOHIZM
133,133,729,EVGA GeForce GTX 1070 FTW2 Gaming iCX,$460.71 USD,EVGA,08G-P4-6676-KR,4250812417824,,266.7 mm,2.0,2,0,0,0,0,MPN,1797 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-Optimized-Baseplate-Backplate-08G-P4-6676-KR/dp/B06X3RBJLW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06X3RBJLW
134,134,730,EVGA GeForce GTX 1070 Gaming ACX 3.0,$447.76 USD,EVGA,08G-P4-6171-KR,4250812414083,,266.7 mm,2.0,1,0,0,0,0,MPN,1683 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-6171-KR/dp/B01H74VTBK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01H74VTBK
135,135,731,EVGA GeForce GTX 1070 Hybrid Gaming,$453.92 USD,EVGA,08G-P4-6178-KR,4250812416322,,266.7 mm,2.0,1,0,0,0,0,MPN,1784 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-GeForce-Water-cooling-Graphics-08G-P4-6178-KR/dp/B01MA0YHNJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MA0YHNJ
136,136,732,EVGA GeForce GTX 1070 SC 2 Gaming iCX,$447.93 USD,EVGA,08G-P4-6573-KR,4250812417800,,266.7 mm,2.0,1,0,0,0,0,MPN,1784 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-Optimized-Baseplate-Backplate-08G-P4-6573-KR/dp/B06WP1Y531?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WP1Y531
137,137,733,EVGA GeForce GTX 1070 SC Gaming ACX 3.0,$427.96 USD,EVGA,08G-P4-6173-KR,4250812414076,,266.7 mm,2.0,1,0,0,0,0,MPN,1784 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/EVGA-GeForce-Support-Graphics-08G-P4-6173-KR/dp/B01GX5YWAO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GX5YWAO
