,Name,Price,Producer,MPN,EAN,UPC,Base Clock,Turbo Clock,Unlocked Multiplier,Cores,Threads,TDP,Socket,Integrated GPU,Product Page
158,Intel Core i3-13100F,$116.05 USD,Intel,BX8071513100F,5032037260336,735858528375.0,3.4 GHz,GHz,False,4,8,58 W,1700,False,https://www.amazon.ca/dp/B0BQ6BCWC4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
164,Intel Core i3-6100,$114.6 USD,Intel,BX80662I36100,5032037079051,735858305532.0,3.7 GHz,GHz,False,2,4,47 W,1151,Intel HD 530,https://www.amazon.ca/Intel-BX80662I36100-6th-Generation-i3-6100-Processor/dp/B015VPX2EO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015VPX2EO
165,Intel Core i3-6100T,$126.83 USD,Intel,BX80662I36100T,5032037079112,,3.2 GHz,GHz,False,2,4,35 W,1151,False,https://www.amazon.ca/Intel-Corp-BX80662I36100T-6100T-Processor/dp/B015XEXILK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015XEXILK
166,Intel Core i3-6300,$137.79 USD,Intel,BX80662I36300,5032037078870,,3.8 GHz,GHz,False,2,4,47 W,1151,Intel HD 530,https://www.amazon.ca/Intel-BX80662I36300-Boxed-i3-6300-Processor-LGA1151/dp/B015VPX3G6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015VPX3G6
168,Intel Core i3-6320,$194.63 USD,Intel,BX80662I36320,5032037080095,,3.9 GHz,GHz,False,2,4,47 W,1151,Intel HD 530,https://www.amazon.ca/Intel-BX80662I36320-Boxed-Core-i3-6320-Processor/dp/B015VPX48I?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015VPX48I
169,Intel Core i3-7100,$117.87 USD,Intel,BX80677I37100,5032037096171,735858330107.0,3.9 GHz,GHz,False,2,4,51 W,1151,Intel HD 630,https://www.amazon.ca/Intel-BX80677I37100-Generation-i3-7100-Processor/dp/B01NCESRJX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NCESRJX
171,Intel Core i3-7300,$151.35 USD,Intel,BX80677I37300,5032037096232,,4.0 GHz,GHz,False,2,4,51 W,1151,Intel HD 630,https://www.amazon.ca/Intel-BX80677I37300-Core-Desktop-Processors/dp/B01N59LL8R?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N59LL8R
172,Intel Core i3-7300T,$159.46 USD,Intel,BX80677I37300T,5032037096782,,3.5 GHz,GHz,False,2,4,35 W,1151,False,https://www.amazon.ca/Core-i3-7300T-Processor-BX80677I37300T/dp/B01N1SH0IU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N1SH0IU
173,Intel Core i3-7320,$153.77 USD,Intel,BX80677I37320,5032037095570,,4.1 GHz,GHz,False,2,4,51 W,1151,False,https://www.amazon.ca/Intel-BX80677I37320-Core-Desktop-Processors/dp/B01MSTCUY8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MSTCUY8
174,Intel Core i3-7350K,$163.56 USD,Intel,BX80677I37350K,5032037095518,,4.2 GHz,GHz,True,2,4,60 W,1151,Intel HD 630,https://www.amazon.ca/Intel-BX80677I37350K-Generation-Desktop-Processor/dp/B01NCEJN24?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NCEJN24
175,Intel Core i3-8100,$166.81 USD,Intel,BX80684I38100,5032037107501,735858348430.0,3.6 GHz,GHz,False,4,4,65 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B0759FTRZL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
176,Intel Core i3-8300,$164.01 USD,Intel,BX80684I38300,5032037121804,735858367479.0,3.7 GHz,GHz,False,4,4,62 W,1151,False,https://www.amazon.ca/Intel-BX80684I38300-i3-8300-Processor-LGA-1151/dp/B0793DCQLG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793DCQLG
177,Intel Core i3-8350K,$391.46 USD,Intel,BX80684I38350K,5032037107716,,4.0 GHz,GHz,True,4,4,91 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B08BSNDQ4W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
178,Intel Core i3-9100,$137.66 USD,Intel,BX80684I39100,5032037156264,,3.6 GHz,4.2 GHz,False,4,4,65 W,1151,Intel UHD 630,https://www.amazon.ca/Intel-i3-9100-Desktop-Processor-LGA1151/dp/B07RXW4Y2K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07RXW4Y2K
179,Intel Core i3-9100F,$100.97 USD,Intel,BX80684I39100F,5032037158015,,3.6 GHz,4.2 GHz,False,4,4,65 W,1151,False,https://www.amazon.ca/Intel-i3-9100F-Desktop-Processor-Graphics/dp/B07R7Q3JZH?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07R7Q3JZH
183,Intel Core i5-10400,$163.2 USD,Intel,BX8070110400,5032037187138,,2.9 GHz,4.0 GHz,False,6,12,65 W,1200,Intel UHD 630,https://www.amazon.ca/dp/B086MN38Q2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
189,Intel Core i5-11400,$347.43 USD,Intel,BX8070811400,5032037214902,735858477239.0,2.6 GHz,GHz,False,6,12,65 W,1200,Intel UHD 730,https://www.amazon.ca/dp/B09C1JCC2H?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
193,Intel Core i5-11600K,$276.74 USD,Intel,BX8070811600K,5032037214926,,3.9 GHz,GHz,True,6,12,125 W,1200,Intel UHD 750,https://www.amazon.ca/dp/B08TX3M96F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
195,Intel Core i5-13500,$238.65 USD,Intel,BX8071513500,5032037260251,735858528290.0,2.5 GHz,GHz,False,6,12,65 W,1700,False,https://www.amazon.ca/dp/B0BQ6CFDCX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
202,Intel Core i5-4690,$227.56 USD,Intel,BX80646I54690,5032037061193,,3.5 GHz,3.9 GHz,False,4,4,84 W,1150,Intel HD 4600,https://www.amazon.ca/Intel-i5-4690-Processor-Cache-BX80646I54690/dp/B00JST2QEW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00JST2QEW
206,Intel Core i5-6402P,$184.24 USD,Intel,BX80662I56402P,5032037084116,,GHz,GHz,False,4,4,65 W,1151,False,https://www.amazon.ca/Intel-BX80662I56402P-i5-6402P-Quad-Core-Processor/dp/B01B2PJRN2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01B2PJRN2
207,Intel Core i5-6500,$202.04 USD,Intel,BX80662I56500,5032037076500,,3.2 GHz,3.6 GHz,False,4,4,65 W,1151,Intel HD 530,https://www.amazon.ca/dp/B010T6CWI2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
208,Intel Core i5-6600,$238.64 USD,Intel,BX80662I56600,5032037076081,,3.3 GHz,3.9 GHz,False,4,4,65 W,1151,Intel HD 530,https://www.amazon.ca/Intel-BX80662I56600-Generation-I5-6600-Processor/dp/B010T6D39O?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B010T6D39O
209,Intel Core i5-6600K,$226.51 USD,Intel,BX80662I56600K,5032037076142,,3.5 GHz,3.9 GHz,True,4,4,91 W,1151,Intel HD 530,https://www.amazon.ca/Intel-BX80662I56600K-6th-Generation-Desktop-Processor/dp/B012M8M7TY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012M8M7TY
210,Intel Core i5-7400,$199.81 USD,Intel,BX80677I57400,5032037092982,735858326254.0,3.0 GHz,3.5 GHz,False,4,4,65 W,1151,Intel HD 630,https://www.amazon.ca/dp/B01MSTDS3N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
211,Intel Core i5-7500,$264.49 USD,Intel,BX80677I57500,5032037092920,735858326193.0,3.4 GHz,3.8 GHz,False,4,4,65 W,1151,Intel HD 630,https://www.amazon.ca/dp/B01MSDHPL9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
212,Intel Core i5-7600,$219.78 USD,Intel,BX80677I57600,5032037092869,,3.5 GHz,4.1 GHz,False,4,4,65 W,1151,Intel HD 630,https://www.amazon.ca/Intel-BX80677I57600-7th-Generation-i5-7600-Processor/dp/B01MYTYSMK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MYTYSMK
213,Intel Core i5-7600K,$242.48 USD,Intel,BX80677I57600K,5032037092807,735858326070.0,3.8 GHz,4.2 GHz,True,4,4,91 W,1151,Intel HD 630,https://www.amazon.ca/Intel-i5-7600K-Desktop-Processors-BX80677I57600K/dp/B01MRRPPQS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MRRPPQS
214,Intel Core i5-7640X,$210.35 USD,Intel,BX80677I57640X,5032037102483,,4.0 GHz,4.2 GHz,True,4,4,112 W,2066,False,https://www.amazon.ca/Intel-i5-7640X-Processor-Unlocked-LGA2066/dp/B071KMBHS8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071KMBHS8
215,Intel Core i5-8400,$235.75 USD,Intel,BX80684I58400,5032037108904,,2.8 GHz,4.0 GHz,False,6,6,65 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B0759FGJ3Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
216,Intel Core i5-8500,$453.16 USD,Intel,BX80684I58500,5032037121743,735858367417.0,3.0 GHz,4.1 GHz,False,6,6,65 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B08BSM9BZC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
217,Intel Core i5-8600,$224.12 USD,Intel,BX80684I58600,5032037121675,735858367349.0,3.1 GHz,4.3 GHz,False,6,6,65 W,1151,Intel UHD 630,https://www.amazon.ca/Intel%C2%AE-i5-8600-Desktop-Processor-LGA1151/dp/B0793CD3V2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793CD3V2
218,Intel Core i5-8600K,$440.28 USD,Intel,BX80684I58600K,5032037108782,735858350365.0,3.6 GHz,4.3 GHz,True,6,6,95 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B08BSM4LK2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
219,Intel Core i5-9400,$239.65 USD,Intel,BX80684I59400,5032037140225,735858392549.0,2.9 GHz,4.1 GHz,False,6,6,65 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B07MGZ9FJZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
220,Intel Core i5-9400F,$190.81 USD,Intel,BX80684I59400F,5032037150354,735858406079.0,2.9 GHz,4.1 GHz,False,6,6,65 W,1151,False,https://www.amazon.ca/dp/B07MRCGQQ4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
223,Intel Core i5-9600K,$174.08 USD,Intel,BX80684I59600K,5032037140171,735858392488.0,3.7 GHz,GHz,True,6,6,95 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B07HHLX1R8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
224,Intel Core i5-9600KF,$239.34 USD,Intel,BX80684I59600KF,5032037151818,,3.7 GHz,4.6 GHz,True,6,6,95 W,1151,False,https://www.amazon.ca/dp/B07MQP5LNM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
226,Intel Core i7-10700F,$275.08 USD,Intel,BX8070110700F,5032037188760,,2.9 GHz,GHz,True,8,16,65 W,1200,False,https://www.amazon.ca/dp/B086MN2XYL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
230,Intel Core i7-11700K,$304.55 USD,Intel,BX8070811700K,5032037214964,,3.6 GHz,GHz,True,8,16,125 W,1200,Intel UHD 750,https://www.amazon.ca/dp/B08X6ND3WP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
232,Intel Core i7-12700F,$282.17 USD,Intel,BX8071512700F,5032037237826,735858503105.0,2.1 GHz,4.9 GHz,False,8,16,65 W,1700,False,https://www.amazon.ca/dp/B09NPJDPVG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
233,Intel Core i7-12700KF,$282.17 USD,Intel,BX8071512700KF,5032037234047,735858498982.0,3.6 GHz,5.0 GHz,True,8,16,125 W,1700,False,https://www.amazon.ca/dp/B09FXKHN7M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
241,Intel Core i7-5820K,$466.34 USD,Intel,BX80648I75820K,5032037065702,735858285490.0,3.3 GHz,3.6 GHz,True,6,12,140 W,2011-V3,False,https://www.amazon.ca/Intel-BX80648I75820K-Core-i7-5820K-Desktop-Processor/dp/B00MMLXIKY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MMLXIKY
244,Intel Core i7-6700,$320.91 USD,Intel,BX80662I76700,5032037077187,,3.4 GHz,4.0 GHz,False,4,8,65 W,1151,Intel HD 530,https://www.amazon.ca/dp/B0136JONG8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
245,Intel Core i7-6700K,$337.18 USD,Intel,BX80662I76700K,5032037076685,735858301619.0,4.0 GHz,4.2 GHz,True,4,8,91 W,1151,Intel HD 530,https://www.amazon.ca/Intel-Quad-Core-FCLGA1151-Processor-BX80662I76700K/dp/B012M8LXQW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012M8LXQW
246,Intel Core i7-6800K,$432.82 USD,Intel,BX80671I76800K,5032037087131,,3.4 GHz,3.6 GHz,True,6,12,140 W,2011-V3,False,https://www.amazon.ca/Intel-BX80671I76800K-Boxed-Core-i7-6800K-Processor/dp/B01FJLA8NI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FJLA8NI
247,Intel Core i7-6850K,$594.8 USD,Intel,BX80671I76850K,5032037087193,735858317689.0,3.6 GHz,3.8 GHz,True,6,12,140 W,2011-V3,False,https://www.amazon.ca/Intel-BX80671I76850K-Boxed-i7-6850K-Processor/dp/B01FJLAITC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FJLAITC
248,Intel Core i7-6900K,$584.44 USD,Intel,BX80671I76900K,5032037087490,,3.2 GHz,3.7 GHz,True,8,16,140 W,2011-V3,False,https://www.amazon.ca/Intel-BX80671I76900K-Boxed-Core-i7-6900K-Processor/dp/B01FJLAIG0?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FJLAIG0
249,Intel Core i7-6950X,$1639.34 USD,Intel,BX80671I76950X,5032037087551,735858318044.0,3.0 GHz,3.5 GHz,True,10,20,140 W,2011-V3,False,https://www.amazon.ca/dp/B01FJLA9IM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
250,Intel Core i7-7700,$322.06 USD,Intel,BX80677I77700,5032037092623,735858325899.0,3.6 GHz,4.2 GHz,False,4,8,65 W,1151,Intel HD 630,https://www.amazon.ca/Intel-BX80677I77700-Generation-i7-7700-Processor/dp/B01N0L41N7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N0L41N7
251,Intel Core i7-7700K,$414.02 USD,Intel,BX80677I77700K,5032037092562,735858325837.0,4.2 GHz,4.5 GHz,True,4,8,91 W,1151,Intel HD 630,https://www.amazon.ca/dp/B072RC5PNJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
252,Intel Core i7-7740X,$337.98 USD,Intel,BX80677I77740X,5032037102421,,4.3 GHz,4.5 GHz,True,4,8,112 W,2066,False,https://www.amazon.ca/Intel-i5-7640X-Quad-Core-Processor-BX80677I77740X/dp/B072KTRQ9G?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072KTRQ9G
253,Intel Core i7-7800X,$388.43 USD,Intel,BX80673I77800X,5032037105095,735858344302.0,3.5 GHz,GHz,True,6,12,140 W,2066,False,https://www.amazon.ca/Intel-BX80673I77800X-Core-i7-7800X-Processor/dp/B071H1B3Z1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071H1B3Z1
254,Intel Core i7-7820X,$582.22 USD,Intel,BX80673I77820X,5032037104913,735858344128.0,3.6 GHz,4.5 GHz,True,8,16,140 W,2066,False,https://www.amazon.ca/Intel-BX80673I77820X-Core-i7-7820X-Processor/dp/B072NF4BY3?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072NF4BY3
255,Intel Core i7-8086K,$380.81 USD,Intel,BX80684I78086K,5032037131834,,4.0 GHz,5.0 GHz,True,6,12,95 W,1151,False,https://www.amazon.ca/Intel-i7-8086K-Desktop-Processor-Unlocked/dp/B07DGDWJ3P?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07DGDWJ3P
256,Intel Core i7-8700,$331.05 USD,Intel,BX80684I78700,5032037108591,735858350129.0,3.2 GHz,4.6 GHz,False,6,12,65 W,1151,Intel UHD 630,https://www.amazon.ca/Intel-BX80684I78700-Boxed-i7-8700-Processor/dp/B07598HLB4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07598HLB4
257,Intel Core i7-8700K,$372.23 USD,Intel,BX80684I78700K,5032037108652,735858350181.0,3.7 GHz,4.7 GHz,True,6,12,95 W,1151,Intel UHD 630,https://www.amazon.ca/dp/B07598VZR8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
258,Intel Core i7-9700K,$384.44 USD,Intel,BX80684I79700K,675901709767,,3.6 GHz,GHz,True,8,8,125 W,1151,Intel UHD 630,https://www.amazon.ca/Intel-BX80684I79700K-i7-9700K-Processor-Unlocked/dp/B07HHN6KBZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HHN6KBZ
259,Intel Core i7-9700KF,$450.2 USD,Intel,BX80684I79700KF,5032037151870,,3.6 GHz,4.9 GHz,True,8,8,95 W,1151,False,https://www.amazon.ca/dp/B07MJXYX62?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
260,Intel Core i9-10850K,$317.85 USD,Intel,BX8070110850K,5032037198844,735858459273.0,3.6 GHz,5.2 GHz,True,10,20,125 W,1200,Intel UHD 630,https://www.amazon.ca/dp/B08DHRG2X9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
263,Intel Core i9-10900K,$462.75 USD,Intel,BX8070110900K,5032037188623,,3.7 GHz,5.3 GHz,True,10,20,125 W,1200,Intel UHD 630,https://www.amazon.ca/dp/B086MHSTVD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
270,Intel Core i9-11900F,$456.98 USD,Intel,BX8070811900F,5032037215626,735858478212.0,2.5 GHz,GHz,False,8,16,65 W,1200,False,https://www.amazon.ca/dp/B08X6KFM3N?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
275,Intel Core i9-13900KS,$688.38 USD,Intel,BX8071513900KS,5032037262057,735858530477.0,3.2 GHz,3.0 GHz,True,8,16,125 W,1700,False,https://www.amazon.ca/dp/B0BPXCRWB2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
276,Intel Core i9-7900X,$1070.83 USD,Intel,BX80673I97900X,5032037104791,735858344005.0,3.3 GHz,4.5 GHz,True,10,20,140 W,2066,False,https://www.amazon.ca/dp/B072KTSCCS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
277,Intel Core i9-7920X,$1177.74 USD,Intel,BX80673I97920X,5032037107655,735858348669.0,2.9 GHz,4.4 GHz,True,12,24,140 W,2066,False,https://www.amazon.ca/dp/B0756L5T93?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
278,Intel Core i9-7940X,$1365.93 USD,Intel,BX80673I97940X,5032037113748,735858356367.0,3.1 GHz,4.4 GHz,True,14,28,165 W,2066,False,https://www.amazon.ca/Intel-BX80673I97940X-Core-Processor/dp/B075ZP87QP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075ZP87QP
279,Intel Core i9-7960X,$1540.52 USD,Intel,BX80673I97960X,5032037113816,,2.8 GHz,4.4 GHz,True,16,32,165 W,2066,False,https://www.amazon.ca/Intel-i9-7960X-16-Core-Processor-BX80673I97960X/dp/B075XRYMDS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075XRYMDS
280,Intel Core i9-7980XE,$1970.84 USD,Intel,BX80673I97980X,5032037114905,,2.6 GHz,4.4 GHz,True,18,36,165 W,2066,False,https://www.amazon.ca/Intel-Core-i9-7980XE-Processors-BX80673I97980X/dp/B075XRYMDR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075XRYMDR
281,Intel Core i9-9900K,$507.76 USD,Intel,BX80684I99900K,5032037140102,735858392433.0,3.6 GHz,5.0 GHz,True,8,16,160 W,1151,Intel UHD 630,https://www.amazon.ca/Intel-I9-9900K-Desktop-Processor-Unlocked/dp/B005404P9I?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B005404P9I
282,Intel Core i9-9900KF,$349.48 USD,Intel,BX80684I99900KF,5032037151931,735858407823.0,3.6 GHz,5.0 GHz,True,8,16,95 W,1151,False,https://www.amazon.ca/dp/B07MGBZWDZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
288,Intel Pentium G4400,$50.05 USD,Intel,BX80662G4400,5032037079655,735858306188.0,3.3 GHz,GHz,False,2,2,47 W,1151,Intel HD 510,https://www.amazon.ca/Intel-BX80662G4400-Pentium-Processor-G4400-3-3/dp/B015VPX05A?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015VPX05A
289,Intel Pentium G4500,$81.93 USD,Intel,BX80662G4500,5032037079471,,3.5 GHz,GHz,False,2,2,47 W,1151,False,https://www.amazon.ca/Intel-BX80662G4500-Processor-3-5-2/dp/B015VPX190?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015VPX190
292,Intel Pentium G4600,$110.27 USD,Intel,BX80677G4600,5032037095938,735858329866.0,3.6 GHz,GHz,False,2,4,51 W,1151,Intel HD 530,https://www.amazon.ca/Intel-BX80677G4600-Pentium-Desktop-Processors/dp/B01NADEVZI?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01NADEVZI
295,Intel Pentium Gold G5400,$72.53 USD,Intel,BX80684G5400,5032037121491,735858367165.0,3.7 GHz,GHz,False,2,4,58 W,1151,Intel UHD 610,https://www.amazon.ca/Pentium%C2%AE-Desktop-Processor-LGA1151-BX80684G5400/dp/B0793BQS3R?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793BQS3R
297,Intel Pentium Gold G5500,$97.98 USD,Intel,BX80684G5500,5032037121552,,3.8 GHz,GHz,False,2,4,54 W,1151,Intel UHD 610,https://www.amazon.ca/Pentium%C2%AE-Desktop-Processor-LGA1151-BX80684G5500/dp/B0793DYTCQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793DYTCQ
298,Intel Pentium Gold G5600,$79.76 USD,Intel,BX80684G5600,5032037121613,,3.9 GHz,GHz,False,2,4,54 W,1151,Intel UHD 630,https://www.amazon.ca/Pentium%C2%AE-Desktop-Processor-LGA1151-BX80684G5600/dp/B0793GW74J?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793GW74J
302,Intel Xeon E5-1620 V3,$346.33 USD,Intel,BX80644E51620V3,5032037065320,,3.5 GHz,3.6 GHz,False,4,8,140 W,2011-V3,False,https://www.amazon.ca/Intel-Processor-Xeon-E5-1620-LGA2011/dp/B00MU046J4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MU046J4
307,Intel Xeon E5-2609 V4,$320.65 USD,Intel,BX80660E52609V4,5032037085557,735858314022.0,1.7 GHz,GHz,False,8,8,85 W,2011-V3,False,https://www.amazon.ca/Intel-Computer-CPU-1-7-BX80660E52609V4/dp/B01D5AGKNW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01D5AGKNW
308,Intel Xeon E5-2620 V3,$397.5 USD,Intel,BX80644E52620V3,5032037065597,,2.4 GHz,3.2 GHz,False,6,12,85 W,2011-V3,False,https://www.amazon.ca/Intel-Processor-Xeon-E5-2620-LGA2011/dp/B00M1BUUMO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00M1BUUMO
